userHours,eocHourly,locTotalNoContract,locTotal,increaseOverCurrent,numCOLAs,numSteps
54,22,108326.54,121024.85,12698.31,2,2
55,22,110990.31,124000.87,13010.56,2,2
56,22,113654.08,126976.89,13322.81,2,2
57,22,116317.84,129952.91,13635.07,2,2
58,22,118981.61,132928.93,13947.32,2,2
59,22,121645.38,135904.95,14259.57,2,2
60,22,124309.15,138880.97,14571.83,2,2
61,22,126972.91,141856.99,14884.08,2,2
62,22,129636.68,144833.01,15196.33,2,2
63,22,132300.45,147809.04,15508.59,2,2
64,22,134964.22,150785.06,15820.84,2,2
65,22,137627.98,153761.08,16133.09,2,2
66,22,140291.75,156737.1,16445.35,2,2
67,22,142955.52,159713.12,16757.6,2,2
68,22,145619.29,162689.14,17069.85,2,2
69,22,148283.05,165665.16,17382.11,2,2
70,22,150946.82,168641.18,17694.36,2,2
71,22,153610.59,171617.2,18006.61,2,2
72,22,156274.36,174593.22,18318.87,2,2
73,22,158938.12,177569.24,18631.12,2,2
74,22,161601.89,180545.26,18943.37,2,2
75,22,164265.66,183521.29,19255.63,2,2
76,22,166929.43,186497.31,19567.88,2,2
77,22,169593.19,189473.33,19880.13,2,2
78,22,172256.96,192449.35,20192.39,2,2
79,22,174920.73,195425.37,20504.64,2,2
80,22,177584.5,198401.39,20816.9,2,2
81,22,180248.26,201377.41,21129.15,2,2
82,22,182912.03,204353.43,21441.4,2,2
83,22,185575.8,207329.45,21753.66,2,2
84,22,188239.56,210305.47,22065.91,2,2
85,22,190903.33,213281.49,22378.16,2,2
86,22,193567.1,216257.52,22690.42,2,2
87,22,196230.87,219233.54,23002.67,2,2
88,22,198894.63,222209.56,23314.92,2,2
89,22,201558.4,225185.58,23627.18,2,2
90,22,204222.17,228161.6,23939.43,2,2
91,22,206885.94,231137.62,24251.68,2,2
92,22,209549.7,234113.64,24563.94,2,2
93,22,212213.47,237089.66,24876.19,2,2
94,22,214877.24,240065.68,25188.44,2,2
95,22,217541.01,243041.7,25500.7,2,2
96,22,220204.77,246017.72,25812.95,2,2
97,22,222868.54,248993.74,26125.2,2,2
98,22,225532.31,251969.77,26437.46,2,2
99,22,228196.08,254945.79,26749.71,2,2
100,22,230859.84,257921.81,27061.96,2,2
101,22,233523.61,260897.83,27374.22,2,2
102,22,236187.38,263873.85,27686.47,2,2
103,22,238851.15,266849.87,27998.72,2,2
104,22,241514.91,269825.89,28310.98,2,2
105,22,244178.68,272801.91,28623.23,2,2
106,22,246842.45,275777.93,28935.48,2,2
107,22,249506.22,278753.95,29247.74,2,2
108,22,252169.98,281729.97,29559.99,2,2
109,22,254833.75,284705.99,29872.24,2,2
110,22,257497.52,287682.02,30184.5,2,2
111,22,260161.29,290658.04,30496.75,2,2
112,22,262825.05,293634.06,30809,2,2
113,22,265488.82,296610.08,31121.26,2,2
114,22,268152.59,299586.1,31433.51,2,2
115,22,270816.35,302562.12,31745.76,2,2
116,22,273480.12,305538.14,32058.02,2,2
117,22,276143.89,308514.16,32370.27,2,2
118,22,278807.66,311490.18,32682.53,2,2
119,22,281471.42,314466.2,32994.78,2,2
120,22,284135.19,317442.22,33307.03,2,2
121,22,286798.96,320418.24,33619.29,2,2
122,22,289462.73,323394.27,33931.54,2,2
123,22,292126.49,326370.29,34243.79,2,2
124,22,294790.26,329346.31,34556.05,2,2
125,22,297454.03,332322.33,34868.3,2,2
126,22,300117.8,335298.35,35180.55,2,2
127,22,302781.56,338274.37,35492.81,2,2
128,22,305445.33,341250.39,35805.06,2,2
129,22,308109.1,344226.41,36117.31,2,2
130,22,310772.87,347202.43,36429.57,2,2
131,22,313436.63,350178.45,36741.82,2,2
132,22,316100.4,353154.47,37054.07,2,2
133,22,318764.17,356130.5,37366.33,2,2
134,22,321427.94,359106.52,37678.58,2,2
135,22,324091.7,362082.54,37990.83,2,2
136,22,326755.47,365058.56,38303.09,2,2
137,22,329419.24,368034.58,38615.34,2,2
138,22,332083.01,371010.6,38927.59,2,2
139,22,334746.77,373986.62,39239.85,2,2
140,22,337410.54,376962.64,39552.1,2,2
